# GeoNames RU extract; geoname_id\tname_ru\tlatitude\tlongitude\tbadges
468902	Ярославль	57.62987	39.87368	юнеско,монастыри,архитектура,большая река,старый город,ж/д узел,на выходные
2013348	Владивосток	43.10562	131.87353	море,портовый,национальная кухня,гастрономия,походы,архитектура,авиахаб,летом лучше
532096	Махачкала	42.97782	47.50027	море,горы,национальная кухня,гастрономия,летом лучше
1489425	Томск	56.50049	84.98216	деревянное зодчество,студенческий,архитектура,музеи,крафт
515003	Оренбург	51.76712	55.09883	степь,национальная кухня,музеи,промышленный,бюджетно
1503901	Кемерово	55.35417	86.10435	промышленный,музеи,большая река,бюджетно
1496990	Новокузнецк	53.75752	87.13599	промышленный,горные лыжи,горы,музеи
500096	Рязань	54.62696	39.70415	кремль,музеи,архитектура,усадьбы,ж/д узел,на выходные
580497	Астрахань	46.34968	48.04076	большая река,национальная кухня,кремль,гастрономия,степь,летом лучше
511565	Пенза	53.19568	45.01075	музеи,усадьбы,архитектура,бюджетно
523750	Набережные Челны	55.73718	52.41961	промышленный,большая река,национальная кухня,бюджетно
535121	Липецк	52.5876	39.55151	санатории,промышленный,музеи,на выходные
548408	Киров	58.59809	49.65783	лес,музеи,архитектура,бюджетно,зимой лучше
569696	Чебоксары	56.13218	47.246	большая река,национальная кухня,архитектура,бюджетно,летом лучше
480562	Тула	54.19609	37.61822	кремль,музеи,гастрономия,усадьбы,ж/д узел,на выходные,с детьми
554234	Калининград	54.70639	20.51102	море,архитектура,музеи,старый город,портовый,гастрономия,авиахаб,летом лучше
538560	Курск	51.72689	36.18457	военная история,музеи,монастыри,бюджетно
487846	Ставрополь	45.03442	41.9642	степь,санатории,музеи,студенческий
571476	Брянск	53.27096	34.32143	лес,военная история,музеи,бюджетно
480060	Тверь	56.85836	35.90057	большая река,архитектура,музеи,ж/д узел,на выходные
532288	Магнитогорск	53.39808	59.0066	промышленный,горные лыжи,горы,музеи
555312	Иваново	56.99988	40.97257	архитектура,промышленный,музеи,на выходные,бюджетно
520494	Нижний Тагил	57.91944	59.965	промышленный,музеи,горы,стрит-арт
2014407	Улан-Удэ	51.82648	107.59979	монастыри,национальная кухня,горы,озёра,музеи
473247	Владимир	56.13854	40.39976	юнеско,монастыри,архитектура,старый город,музеи,ж/д узел,на выходные
581049	Архангельск	64.5461	40.55183	северное сияние,большая река,деревянное зодчество,музеи,лес,портовый,зимой лучше
2025339	Чита	52.04311	113.49171	горы,походы,музеи,бюджетно
578072	Белгород	50.60343	36.58091	архитектура,военная история,музеи,с детьми
553915	Калуга	54.53063	36.27	музеи,архитектура,усадьбы,на выходные,с детьми
491687	Смоленск	54.77826	32.05088	кремль,военная история,музеи,архитектура,на выходные
491422	Сочи	43.59699	39.72477	море,горы,курорт,горные лыжи,санатории,походы,авиахаб,с детьми,летом лучше
472231	Волжский	48.78583	44.77973	большая река,промышленный,бюджетно
498698	Саранск	54.18485	45.17166	большие арены,архитектура,национальная кухня,музеи
569223	Череповец	59.13333	37.9	промышленный,большая река,музеи,бюджетно
472459	Вологда	59.2239	39.88398	монастыри,деревянное зодчество,архитектура,музеи,старый город,зимой лучше
1501321	Курган	55.44905	65.34344	степь,музеи,промышленный,бюджетно
473249	Владикавказ	43.04101	44.66986	горы,национальная кухня,походы,архитектура,гастрономия
515012	Орёл	52.96879	36.0791	музеи,усадьбы,архитектура,бюджетно
1490624	Сургут	61.25757	73.41775	промышленный,большая река,музеи,зимой лучше
558418	Грозный	43.31195	45.68895	архитектура,национальная кухня,музеи,горы
524305	Мурманск	68.96778	33.09922	северное сияние,море,портовый,промышленный,зимой лучше
484646	Тамбов	52.73632	41.44102	усадьбы,музеи,архитектура,бюджетно
509820	Петрозаводск	61.78491	34.34691	озёра,лес,походы,деревянное зодчество,музеи,летом лучше
484907	Таганрог	47.23627	38.9053	море,музеи,архитектура,старый город,летом лучше
543878	Кострома	57.76638	40.92828	монастыри,архитектура,большая река,старый город,музеи,на выходные,с детьми
2021851	Комсомольск-на-Амуре	50.55034	137.00995	большая река,промышленный,музеи,лес
466806	Йошкар-Ола	56.63877	47.89078	архитектура,национальная кухня,музеи,бюджетно
487495	Стерлитамак	53.63793	55.9533	промышленный,горы,национальная кухня,бюджетно
2051523	Братск	56.1325	101.61417	большая река,лес,промышленный,походы
514734	Орск	51.23206	58.48802	степь,промышленный,музеи,бюджетно
485239	Сыктывкар	61.66393	50.8163	лес,музеи,национальная кухня,зимой лучше
1497543	Нижневартовск	60.9344	76.5531	промышленный,большая река,зимой лучше
2027667	Ангарск	52.55968	103.91413	промышленный,большая река,бюджетно
518255	Новороссийск	44.73188	37.76176	море,портовый,вино,военная история,летом лучше
550280	Химки	55.9001	37.42848	лес,на выходные,с детьми
523523	Нальчик	43.49806	43.61889	горы,санатории,термальные источники,национальная кухня,походы
2013159	Якутск	62.03114	129.72288	северное сияние,национальная кухня,музеи,большая река,зимой лучше
521118	Нижнекамск	55.63794	51.81502	промышленный,национальная кухня,бюджетно
563708	Дзержинск	56.24422	43.45543	промышленный,музеи,на выходные
487928	Старый Оскол	51.3025	37.84613	промышленный,музеи,бюджетно
2026609	Благовещенск	50.27593	127.52637	большая река,архитектура,музеи,летом лучше
519336	Великий Новгород	58.52131	31.27104	кремль,юнеско,монастыри,архитектура,старый город,музеи,на выходные
496015	Шахты	47.71916	40.21603	промышленный,степь,бюджетно
1494114	Прокопьевск	53.91518	86.71891	промышленный,горы,бюджетно
500004	Рыбинск	58.04562	38.83811	большая река,архитектура,музеи,старый город,на выходные
463829	Зеленоград	55.9825	37.18139	лес,на выходные,с детьми
1510018	Бийск	52.53423	85.19661	горы,походы,музеи,летом лучше
504341	Псков	57.81922	28.33181	кремль,монастыри,музеи,старый город,архитектура,на выходные
579492	Балаково	52.02639	47.79671	большая река,промышленный,бюджетно
580922	Армавир	44.99849	41.11472	степь,промышленный,национальная кухня,бюджетно
2119441	Южно-Сахалинск	46.9543	142.73559	море,горы,горные лыжи,походы,национальная кухня,авиахаб
563464	Энгельс	51.48389	46.10528	большая река,промышленный,музеи,бюджетно
496285	Северодвинск	64.55825	39.82971	море,портовый,промышленный,северное сияние,зимой лучше
462444	Златоуст	55.17182	59.65471	горы,горные лыжи,походы,промышленный,музеи
484972	Сызрань	53.1585	48.4681	большая река,архитектура,музеи,бюджетно
1512236	Абакан	53.7154	91.42593	степь,горы,музеи,походы
1504826	Каменск-Уральский	56.40626	61.93347	промышленный,большая река,музеи
2122104	Петропавловск-Камчатский	53.06393	158.62751	вулканы,море,походы,термальные источники,национальная кухня,летом лучше
508101	Подольск	55.42419	37.55472	усадьбы,музеи,на выходные,с детьми
577206	Березники	59.4091	56.8204	промышленный,большая река,бюджетно
472761	Волгодонск	47.51141	42.15269	большая река,промышленный,степь
1498894	Миасс	55.04552	60.10756	озёра,горы,походы,горные лыжи
518970	Новочеркасск	47.4222	40.09373	музеи,архитектура,вино,студенческий,степь
523064	Назрань	43.22597	44.77323	горы,национальная кухня,музеи
1493467	Рубцовск	51.51473	81.20613	степь,промышленный,бюджетно
523812	Мытищи	55.91099	37.72964	лес,музеи,на выходные,с детьми
499292	Салават	53.3828	55.91094	промышленный,национальная кухня,бюджетно
2014006	Уссурийск	43.80467	131.95734	лес,национальная кухня,промышленный
532615	Люберцы	55.67719	37.89322	на выходные,с детьми,бюджетно
543460	Ковров	56.35752	41.31893	музеи,промышленный,на выходные
579464	Балашиха	55.79479	37.94794	лес,на выходные,с детьми
546230	Коломна	55.07108	38.78399	кремль,старый город,гастрономия,музеи,на выходные,с детьми
2019528	Находка	42.8436	132.91831	море,портовый,походы,летом лучше
563523	Электросталь	55.78647	38.45713	промышленный,на выходные,бюджетно
503550	Пятигорск	44.05	43.05036	горы,санатории,термальные источники,курорт,музеи
528293	Майкоп	44.60789	40.10242	горы,походы,лес,национальная кухня
463355	Железнодорожный	55.744	38.01684	на выходные,бюджетно
1497337	Норильск	69.3535	88.2027	северное сияние,промышленный,зимой лучше
582432	Альметьевск	54.90395	52.31793	промышленный,велопрогулки,национальная кухня,бюджетно
554233	Королёв	55.91417	37.82556	музеи,на выходные,с детьми
546105	Колпино	59.75069	30.58856	промышленный,музеи,на выходные
516215	Одинцово	55.66977	37.27716	лес,на выходные,с детьми
522377	Невинномысск	44.6333	41.9444	степь,промышленный,бюджетно
510808	Первоуральск	56.90528	59.94361	промышленный,горы,лес
548114	Кисловодск	43.91333	42.72083	санатории,курорт,термальные источники,горы,походы,музеи
566199	Димитровград	54.21386	49.61838	промышленный,большая река,бюджетно
518557	Новомосковск	54.01098	38.29084	промышленный,музеи,на выходные,с детьми
553287	Камышин	50.0885	45.41277	большая река,степь,бюджетно
518976	Новочебоксарск	56.11095	47.47755	большая река,промышленный,бюджетно
496527	Серпухов	54.9198	37.41618	монастыри,музеи,лес,на выходные,с детьми
524294	Муром	55.56853	42.02388	монастыри,старый город,большая река,музеи,на выходные
550478	Хасавюрт	43.24872	46.58571	национальная кухня,горы,бюджетно
522942	Нефтекамск	56.08879	54.26383	промышленный,большая река,бюджетно
569154	Черкесск	44.22375	42.04624	горы,национальная кухня,походы
515024	Орехово-Зуево	55.81242	38.99155	промышленный,на выходные,бюджетно
1512165	Ачинск	56.26792	90.50145	промышленный,музеи,бюджетно
1500973	Кызыл	51.71108	94.43776	степь,горы,национальная кухня,походы,музеи
520068	Ногинск	55.86486	38.44853	промышленный,на выходные,бюджетно
467978	Елец	52.61435	38.50935	старый город,архитектура,монастыри,музеи,на выходные
511510	Ново-Переделкино	55.64528	37.33583	лес,усадьбы,на выходные
1489530	Тобольск	58.19807	68.25457	кремль,музеи,архитектура,старый город,большая река,зимой лучше
495344	Щёлково	55.92497	37.97218	лес,на выходные,бюджетно
1497917	Нефтеюганск	61.09979	72.60349	промышленный,большая река,зимой лучше
518659	Новокуйбышевск	53.09709	49.94001	промышленный,большая река,бюджетно
1496503	Ноябрьск	63.19309	75.43728	промышленный,северное сияние,зимой лучше
578740	Батайск	47.13746	39.75713	степь,промышленный,бюджетно
1538637	Северск	56.60056	84.88639	промышленный,лес,музеи
580724	Арзамас	55.39563	43.8381	монастыри,старый город,музеи,на выходные
496638	Сергиев Посад	56.31204	38.13869	юнеско,монастыри,музеи,старый город,на выходные,с детьми
1500665	Ленинск-Кузнецкий	54.6567	86.1737	промышленный,бюджетно
515879	Октябрьский	54.48147	53.47103	промышленный,национальная кухня,бюджетно
516436	Обнинск	55.10993	36.61238	музеи,студенческий,лес,на выходные
563514	Елиста	46.30794	44.25537	степь,монастыри,национальная кухня,музеи
569273	Черёмушки	55.66473	37.56135	мегаполис,музеи,на выходные
517836	Новотроитск	51.20099	58.31318	степь,промышленный,бюджетно
566532	Дербент	42.06622	48.28759	море,юнеско,кремль,старый город,национальная кухня,вино,летом лучше
1503277	Киселёвск	53.99	86.6621	промышленный,бюджетно
476077	Великие Луки	56.34063	30.54377	музеи,лес,на выходные,бюджетно
503977	Пушкино	55.99456	37.82897	лес,усадьбы,на выходные
2027456	Артём	43.35757	132.19137	лес,море,промышленный
479411	Ухта	63.56904	53.69141	лес,промышленный,северное сияние,зимой лучше
1504682	Канск	56.20218	95.71848	промышленный,музеи,бюджетно
1503772	Ханты-Мансийск	61.00187	69.02728	лес,музеи,горные лыжи,большая река,зимой лучше
1498920	Междуреченск	53.68993	88.06221	горы,горные лыжи,походы,промышленный
491023	Соликамск	59.66686	56.74267	монастыри,архитектура,музеи,промышленный
561347	Глазов	58.14	52.65619	промышленный,лес,бюджетно
2013952	Усть-Илимск	58.00056	102.66194	большая река,лес,промышленный
463835	Зеленодольск	55.84376	48.51784	большая река,промышленный,национальная кухня
517963	Новошахтинск	47.76037	39.93335	степь,промышленный,бюджетно
498687	Сарапул	56.47633	53.79782	большая река,архитектура,старый город,музеи
471430	Воткинск	57.04867	53.9872	музеи,большая река,промышленный
1492663	Серов	59.59737	60.58608	промышленный,лес,бюджетно
579460	Балашов	51.55103	43.17069	степь,музеи,бюджетно
463343	Железногорск	52.34198	35.35917	промышленный,лес,бюджетно
462755	Жуковский	55.59528	38.12028	музеи,фестивали,на выходные,с детьми
502965	Раменское	55.56341	38.24152	лес,на выходные,бюджетно
8505053	Восточное Дегунино	55.8801	37.55758	мегаполис,на выходные
1496511	Новый Уренгой	66.08333	76.63333	промышленный,северное сияние,зимой лучше
1538636	Новоуральск	57.25483	60.09052	промышленный,лес,горы
1538635	Железногорск	56.25109	93.53142	промышленный,лес,музеи
527191	Мичуринск	52.90761	40.4823	усадьбы,музеи,бюджетно
548605	Кинешма	57.43665	42.12766	большая река,старый город,архитектура,на выходные
542374	Красногорск	55.81904	37.32984	лес,на выходные,с детьми
504003	Пушкин	59.71417	30.39642	юнеско,усадьбы,музеи,архитектура,на выходные,с детьми
2123628	Магадан	59.56274	150.80211	море,северное сияние,музеи,походы,зимой лучше
571170	Бугульма	54.5378	52.7985	промышленный,национальная кухня,бюджетно
537737	Кузнецк	53.11675	46.60037	промышленный,музеи,бюджетно
548395	Кирово-Чепецк	58.55091	50.031	промышленный,лес,бюджетно
1510350	Бердск	54.75352	83.09624	озёра,лес,бюджетно,летом лучше
561887	Гатчина	59.57639	30.12833	усадьбы,музеи,архитектура,лес,на выходные
498525	Саров	54.94802	43.31521	монастыри,музеи,лес
466885	Ейск	46.69263	38.27907	море,курорт,с детьми,летом лучше
570427	Бузулук	52.77825	52.25854	степь,лес,бюджетно
558146	Губкин	51.28375	37.5351	промышленный,музеи,бюджетно
569742	Чайковский	56.76323	54.11256	горные лыжи,большая река,лес,промышленный
2014022	Усолье-Сибирское	52.75194	103.64528	санатории,большая река,промышленный
7496732	Красная Глинка	53.7383	52.9392	большая река,лес,походы
468250	Егорьевск	55.37952	39.04122	музеи,лес,на выходные
1511494	Анжеро-Судженск	56.07568	86.02434	промышленный,бюджетно
1489246	Троицк	54.09224	61.56756	степь,музеи,бюджетно
580054	Азов	47.1069	39.41486	музеи,старый город,большая река,степь
551847	Каспийск	42.88165	47.63919	море,национальная кухня,летом лучше
1538634	Озёрск	55.75556	60.70278	озёра,промышленный,лес
466990	Ессентуки	44.04826	42.85638	санатории,курорт,термальные источники,горы,музеи
547523	Клин	56.33169	36.7292	музеи,усадьбы,на выходные,с детьми
1486910	Воркута	67.50867	64.0667	северное сияние,промышленный,зимой лучше
540761	Кропоткин	45.43722	40.5704	степь,промышленный,бюджетно
1492517	Шадринск	56.08616	63.63816	степь,музеи,бюджетно
470546	Выборг	60.70763	28.75283	старый город,кремль,архитектура,море,музеи,на выходные
502018	Реутов	55.76273	37.86303	на выходные,бюджетно
471656	Воскресенск	55.313	38.691	промышленный,на выходные,бюджетно
526480	Минеральные Воды	44.21028	43.13528	санатории,термальные источники,горы,авиахаб
553399	Каменск-Шахтинский	48.31779	40.25948	степь,большая река,бюджетно
1510469	Белово	54.42119	86.29907	промышленный,озёра,бюджетно
569591	Чехов	55.14552	37.46193	усадьбы,музеи,лес,на выходные
